year,state,state_po,state_fips,state_cen,state_ic,candidate,party_detailed,writein,candidatevotes,totalvotes,party_simplified
2000,NEVADA,NV,32,88,65,"BUCHANAN, PATRICK """"PAT""""",CITIZENS FIRST,FALSE,4747,609426,OTHER
2008,IDAHO,ID,16,82,63,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,FALSE,4747,655122,OTHER
2008,MARYLAND,MD,24,52,52,"MCKINNEY, CYNTHIA",GREEN,FALSE,4747,2631596,OTHER
2000,CONNECTICUT,CT,9,16,1,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,4731,1459525,OTHER
1996,NEVADA,NV,32,88,65,"NADER, RALPH",GREEN,FALSE,4730,464279,OTHER
1980,OHIO,OH,39,31,24,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4729,4283603,OTHER
1976,KANSAS,KS,20,47,32,"ANDERSON, THOMAS J.",AMERICAN,FALSE,4724,957845,OTHER
1996,LOUISIANA,LA,22,72,45,"NADER, RALPH","LIBERTY, ECOLOGY, COMMUNITY",FALSE,4719,1783959,OTHER
1992,MARYLAND,MD,24,52,52,"MARROU, ANDRE",LIBERTARIAN,FALSE,4715,1984580,LIBERTARIAN
1984,WASHINGTON,WA,53,91,73,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,4712,1874910,OTHER
2016,MAINE,ME,23,11,2,"STEIN, JILL",GREEN,FALSE,14251,771892,OTHER
1980,MISSISSIPPI,MS,28,64,46,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,4702,891750,LIBERTARIAN
2008,KENTUCKY,KY,21,61,51,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,FALSE,4694,1826620,OTHER
1996,MICHIGAN,MI,26,34,23,,,TRUE,4678,3848844,OTHER
1984,ILLINOIS,IL,17,33,21,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4672,4819088,OTHER
1984,ALABAMA,AL,1,63,41,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4671,1441713,OTHER
2020,NEBRASKA,NE,31,46,35,,,TRUE,4671,956383,OTHER
1984,COLORADO,CO,8,84,62,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,4662,1295380,OTHER
1992,PENNSYLVANIA,PA,42,23,14,"FULANI, LENORA",NEW ALLIANCE,FALSE,4661,4959810,OTHER
2004,RHODE ISLAND,RI,44,15,5,"NADER, RALPH",REFORM PARTY,FALSE,4651,437134,OTHER
1976,VIRGINIA,VA,51,54,40,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,4648,1697094,LIBERTARIAN
2004,MINNESOTA,MN,27,41,33,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,4639,2828387,LIBERTARIAN
1996,MASSACHUSETTS,MA,25,14,3,,,TRUE,4623,2556459,OTHER
1996,UTAH,UT,49,87,67,"NADER, RALPH",GREEN,FALSE,4615,665629,OTHER
2016,MAINE,ME,23,11,2,,UNENROLLED,FALSE,2243,771892,OTHER
1996,ILLINOIS,IL,17,33,21,"HAGELIN, JOHN",NATURAL LAW,FALSE,4606,4311391,OTHER
1988,COLORADO,CO,8,84,62,"DODGE, EARL",PROHIBITION,FALSE,4604,1372394,OTHER
2008,IOWA,IA,19,42,31,"BARR, BOB",LIBERTARIAN,FALSE,4590,1537123,LIBERTARIAN
1996,WASHINGTON,WA,53,91,73,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,4578,2253837,OTHER
2016,NEW HAMPSHIRE,NH,33,12,4,"CLINTON, HILLARY",DEMOCRAT,FALSE,348526,744296,DEMOCRAT
1996,KANSAS,KS,20,47,32,"BROWNE, HARRY",LIBERTARIAN,FALSE,4557,1074300,LIBERTARIAN
1996,FLORIDA,FL,12,59,43,,,TRUE,4552,5303154,OTHER
2020,TENNESSEE,TN,47,62,54,"HAWKINS, HOWIE",INDEPENDENT,FALSE,4545,3053851,OTHER
2008,OREGON,OR,41,92,72,"MCKINNEY, CYNTHIA",GREEN,FALSE,4543,1827864,OTHER
2000,KANSAS,KS,20,47,32,"BROWNE, HARRY",LIBERTARIAN,FALSE,4525,1072216,LIBERTARIAN
1980,WYOMING,WY,56,83,68,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,4514,176713,LIBERTARIAN
1992,KENTUCKY,KY,21,61,51,"MARROU, ANDRE",LIBERTARIAN,FALSE,4513,1492900,LIBERTARIAN
1996,VIRGINIA,VA,51,54,40,"HAGELIN, JOHN",NATURAL LAW,FALSE,4510,2416642,OTHER
2016,NEW HAMPSHIRE,NH,33,12,4,"TRUMP, DONALD J.",REPUBLICAN,FALSE,345790,744296,REPUBLICAN
1988,NEW HAMPSHIRE,NH,33,12,4,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,4502,450525,LIBERTARIAN
1988,KENTUCKY,KY,21,61,51,"DUKE, DAVID",POPULIST,FALSE,4494,1322517,OTHER
2004,VERMONT,VT,50,13,6,"NADER, RALPH",INDEPENDENT,FALSE,4494,312309,OTHER
1992,OKLAHOMA,OK,40,73,53,"MARROU, ANDRE",LIBERTARIAN,FALSE,4486,1390359,LIBERTARIAN
2004,NEW HAMPSHIRE,NH,33,12,4,"NADER, RALPH",INDEPENDENT,FALSE,4479,678287,OTHER
2008,SOUTH CAROLINA,SC,45,57,48,"MCKINNEY, CYNTHIA",GREEN,FALSE,4461,1920969,OTHER
1996,NEVADA,NV,32,88,65,"BROWNE, HARRY",LIBERTARIAN,FALSE,4460,464279,LIBERTARIAN
1984,NEW MEXICO,NM,35,85,66,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4459,514370,LIBERTARIAN
2008,IOWA,IA,19,42,31,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,FALSE,4445,1537123,OTHER
2000,MAINE,ME,23,11,2,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,4443,651817,OTHER
1984,OHIO,OH,39,31,24,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4438,4563235,OTHER
2012,OREGON,OR,41,92,72,"CHRISTENSEN, WILL",CONSTITUTION PARTY,FALSE,4432,1789270,OTHER
1988,ALABAMA,AL,1,63,41,"WINN, EDWARD",INDEPENDENT,FALSE,4428,1378476,OTHER
2020,NEW MEXICO,NM,35,85,66,"HAWKINS, HOWIE",GREEN,FALSE,4426,923965,OTHER
1996,TEXAS,TX,48,74,49,"HAGELIN, JOHN",NATURAL LAW,FALSE,4422,5611644,OTHER
1992,NEW YORK,NY,36,21,13,"HAGELIN, JOHN",NATURAL LAW,FALSE,4420,7079432,OTHER
1976,ILLINOIS,IL,17,33,21,,,TRUE,4417,4721282,OTHER
1988,WASHINGTON,WA,53,91,73,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,4412,1865253,OTHER
2004,MINNESOTA,MN,27,41,33,"COBB, DAVID",GREEN,FALSE,4408,2828387,OTHER
2012,WEST VIRGINIA,WV,54,55,56,"STEIN, JILL",MOUNTAIN PARTY,FALSE,4406,670438,OTHER
1980,MAINE,ME,23,11,2,"COMMONER, BARRY",CITIZENS,FALSE,4394,523011,OTHER
2012,RHODE ISLAND,RI,44,15,5,"JOHNSON, GARY",LIBERTARIAN,FALSE,4388,446049,LIBERTARIAN
2004,ILLINOIS,IL,17,33,21,OTHER,,TRUE,4384,5274322,OTHER
1988,PENNSYLVANIA,PA,42,23,14,"FULANI, LENORA",NEW ALLIANCE,FALSE,4379,4536251,OTHER
1992,CALIFORNIA,CA,6,93,71,,,TRUE,4369,11131721,OTHER
1980,NEW MEXICO,NM,35,85,66,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,4365,456237,LIBERTARIAN
1976,OHIO,OH,39,31,24,"LAROUCHE, LYNDON, JR.",U.S. LABOR,FALSE,4364,4110456,OTHER
1984,SOUTH CAROLINA,SC,45,57,48,"BERGLAND, DAVID",LIBERTARIAN,FALSE,4359,968529,LIBERTARIAN
1980,NEVADA,NV,32,88,65,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,4358,243692,LIBERTARIAN
1980,WEST VIRGINIA,WV,54,55,56,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,4356,737715,LIBERTARIAN
1984,OREGON,OR,41,92,72,OTHER,,FALSE,4348,1226527,OTHER
1984,OHIO,OH,39,31,24,"MASON, MELVIN",SOCIALIST WORKERS,FALSE,4344,4563235,OTHER
2020,IOWA,IA,19,42,31,,,TRUE,4337,1700130,OTHER
2004,SOUTH DAKOTA,SD,46,45,37,"NADER, RALPH",INDEPENDENT,FALSE,4320,388215,OTHER
1992,KANSAS,KS,20,47,32,"MARROU, ANDRE",LIBERTARIAN,FALSE,4314,1157236,LIBERTARIAN
1992,MISSISSIPPI,MS,28,64,46,OTHER,INDEPENDENT,FALSE,4310,981793,OTHER
2016,NEW HAMPSHIRE,NH,33,12,4,"JOHNSON, GARY",LIBERTARIAN,FALSE,30777,744296,LIBERTARIAN
1976,WISCONSIN,WI,55,35,25,"ZEIDLER, FRANK",SOCIALIST,FALSE,4298,2101336,OTHER
1992,OREGON,OR,41,92,72,"MARROU, ANDRE",LIBERTARIAN,FALSE,4277,1462643,LIBERTARIAN
1996,SOUTH CAROLINA,SC,45,57,48,"BROWNE, HARRY",LIBERTARIAN,FALSE,4271,1150182,LIBERTARIAN
2008,SOUTH DAKOTA,SD,46,45,37,"NADER, RALPH",INDEPENDENT,FALSE,4267,381975,OTHER
2008,NEVADA,NV,32,88,65,"BARR, BOB",LIBERTARIAN,FALSE,4263,967848,LIBERTARIAN
2016,NEW HAMPSHIRE,NH,33,12,4,,,TRUE,9618,744296,OTHER
1996,MICHIGAN,MI,26,34,23,"HAGELIN, JOHN",NATURAL LAW,FALSE,4254,3848844,OTHER
2000,MARYLAND,MD,24,52,52,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,4248,2025212,OTHER
1980,KENTUCKY,KY,21,61,51,"MCCORMACK, ELLEN",RESPECT FOR LIFE,FALSE,4233,1295627,OTHER
1984,NEW YORK,NY,36,21,13,"HALL, GUS",COMMUNIST PARTY USE,FALSE,4226,6806810,OTHER
2008,WISCONSIN,WI,55,35,25,"MCKINNEY, CYNTHIA",GREEN,FALSE,4216,2983417,OTHER
1996,NEW HAMPSHIRE,NH,33,12,4,"BROWNE, HARRY",LIBERTARIAN,FALSE,4214,496597,LIBERTARIAN
2008,NORTH DAKOTA,ND,38,44,36,"NADER, RALPH",INDEPENDENT,FALSE,4189,316621,OTHER
1988,NEW YORK,NY,36,21,13,"HOLMES, LARRY",WORKERS WORLD,FALSE,4179,6485683,OTHER
2000,KENTUCKY,KY,21,61,51,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,4152,1544106,OTHER
1976,MINNESOTA,MN,27,41,33,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,4149,1949931,OTHER
2008,KANSAS,KS,20,47,32,"BALDWIN, CHARLES """"CHUCK""""",REFORM PARTY,FALSE,4148,1235872,OTHER
1996,UTAH,UT,49,87,67,"BROWNE, HARRY",LIBERTARIAN,FALSE,4129,665629,LIBERTARIAN
1992,ALABAMA,AL,1,63,41,OTHER,INDEPENDENT,FALSE,4128,1688060,OTHER
1988,LOUISIANA,LA,22,72,45,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,4115,1628202,LIBERTARIAN
2000,NEBRASKA,NE,31,46,35,,NOMINATED BY PETITION,FALSE,4114,697019,OTHER
2020,ARKANSAS,AR,5,71,42,"WEST, KANYE",INDEPENDENT,FALSE,4099,1219069,OTHER
1976,NEW HAMPSHIRE,NH,33,12,4,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4095,339627,OTHER
1988,SOUTH CAROLINA,SC,45,57,48,"FULANI, LENORA",UNITED CITIZENS,FALSE,4077,986009,OTHER
1976,MISSISSIPPI,MS,28,64,46,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4074,768390,OTHER
1988,OREGON,OR,41,92,72,,OTHER,FALSE,4064,1201694,OTHER
2016,NEW HAMPSHIRE,NH,33,12,4,"STEIN, JILL",GREEN,FALSE,6496,744296,OTHER
2004,WEST VIRGINIA,WV,54,55,56,"NADER, RALPH",INDEPENDENT,FALSE,4063,755792,OTHER
2004,NEW MEXICO,NM,35,85,66,"NADER, RALPH",INDEPENDENT,FALSE,4053,756304,OTHER
1976,MISSISSIPPI,MS,28,64,46,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,4049,768390,OTHER
1980,OHIO,OH,39,31,24,"CONGRESS, RICHARD",SOCIALIST WORKERS,FALSE,4029,4283603,OTHER
2008,ARKANSAS,AR,5,71,42,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,FALSE,4023,1086617,OTHER
2004,KANSAS,KS,20,47,32,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,4013,1187756,LIBERTARIAN
2008,MISSISSIPPI,MS,28,64,46,"NADER, RALPH",INDEPENDENT,FALSE,4011,1289865,OTHER
2012,ALABAMA,AL,1,63,41,,,TRUE,4011,2074338,OTHER
1996,KENTUCKY,KY,21,61,51,"BROWNE, HARRY",LIBERTARIAN,FALSE,4009,1388708,LIBERTARIAN
1976,VERMONT,VT,50,13,6,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,4001,183902,OTHER
2000,MASSACHUSETTS,MA,25,14,3,OTHER,,FALSE,3990,2733964,OTHER
2016,NEW HAMPSHIRE,NH,33,12,4,SCATTERING,,TRUE,2411,744296,OTHER
2008,NEW JERSEY,NJ,34,22,12,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,FALSE,3956,3868237,OTHER
1980,NEW JERSEY,NJ,34,22,12,"MCCORMACK, ELLEN",RIGHT-TO-LIFE,FALSE,3927,2975684,OTHER
1976,HAWAII,HI,15,95,82,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3923,291301,LIBERTARIAN
2004,WASHINGTON,WA,53,91,73,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,FALSE,3922,2859084,OTHER
2020,MISSOURI,MO,29,43,34,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,3919,3025962,OTHER
2004,FLORIDA,FL,12,59,43,"COBB, DAVID",GREEN,FALSE,3917,7609810,OTHER
1976,UTAH,UT,49,87,67,"MCCARTHY, EUGENE """"GENE""""",INDEPENDENT,FALSE,3907,541218,OTHER
2020,FLORIDA,FL,12,59,43,"BLANKENSHIP, DON",CONSTITUTION PARTY,FALSE,3902,11067456,OTHER
2012,DELAWARE,DE,10,51,11,"JOHNSON, GARY",LIBERTARIAN,FALSE,3882,413890,LIBERTARIAN
2016,NEW HAMPSHIRE,NH,33,12,4,"DE LA FUENTE, ROQUE """"ROCKY""""",AMERICAN DELTA PARTY,FALSE,678,744296,OTHER
1984,MINNESOTA,MN,27,41,33,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3865,2084449,OTHER
1984,WISCONSIN,WI,55,35,25,"RICHARDS, BOB",POPULIST,FALSE,3864,2211689,OTHER
1984,MICHIGAN,MI,26,34,23,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3862,3801658,OTHER
2012,FLORIDA,FL,12,59,43,"STEVENS, THOMAS ROBERT """"TOM""""",OBJECTIVIST PARTY,FALSE,3856,8474179,OTHER
2004,IDAHO,ID,16,82,63,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,3844,598376,LIBERTARIAN
2012,HAWAII,HI,15,95,82,"JOHNSON, GARY",LIBERTARIAN,FALSE,3840,437159,LIBERTARIAN
2008,HAWAII,HI,15,95,82,"NADER, RALPH",INDEPENDENT,FALSE,3825,456064,OTHER
1980,SOUTH DAKOTA,SD,46,45,37,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,3824,327703,LIBERTARIAN
2020,HAWAII,HI,15,95,82,"HAWKINS, HOWIE",GREEN,FALSE,3822,579784,OTHER
2008,WASHINGTON,WA,53,91,73,"MCKINNEY, CYNTHIA",GREEN,FALSE,3819,3036878,OTHER
2012,UTAH,UT,49,87,67,"STEIN, JILL",GREEN,FALSE,3817,1017440,OTHER
1976,WISCONSIN,WI,55,35,25,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3814,2101336,LIBERTARIAN
2016,WEST VIRGINIA,WV,54,55,56,"TRUMP, DONALD J.",REPUBLICAN,FALSE,489371,713051,REPUBLICAN
2012,WEST VIRGINIA,WV,54,55,56,,NO PARTY AFFILIATION,FALSE,3806,670438,OTHER
1984,NORTH CAROLINA,NC,37,56,47,"BERGLAND, DAVID",LIBERTARIAN,FALSE,3794,2175361,LIBERTARIAN
1984,WISCONSIN,WI,55,35,25,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3791,2211689,OTHER
2000,MICHIGAN,MI,26,34,23,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,3791,4232501,OTHER
1980,OHIO,OH,39,31,24,"GRISWOLD, DEIRDRE",WORKERS WORLD,FALSE,3790,4283603,OTHER
2008,ALASKA,AK,2,94,81,"NADER, RALPH",INDEPENDENT,FALSE,3783,326197,OTHER
2016,WEST VIRGINIA,WV,54,55,56,"CLINTON, HILLARY",DEMOCRAT,FALSE,188794,713051,DEMOCRAT
2012,IOWA,IA,19,42,31,"STEIN, JILL",GREEN,FALSE,3769,1582180,OTHER
2008,MARYLAND,MD,24,52,52,"BALDWIN, CHARLES """"CHUCK""""",CONSTITUTION PARTY,FALSE,3760,2631596,OTHER
2004,NORTH DAKOTA,ND,38,44,36,"NADER, RALPH",INDEPENDENT,FALSE,3756,312833,OTHER
1980,NORTH DAKOTA,ND,38,44,36,"CLARK, EDWARD """"ED""""",LIBERTARIAN,FALSE,3743,301116,LIBERTARIAN
1976,MISSOURI,MO,29,43,34,OTHER,,FALSE,3741,1953600,OTHER
1980,MASSACHUSETTS,MA,25,14,3,"DEBERRY, CLIFTON",SOCIALIST WORKERS,FALSE,3735,2524090,OTHER
2016,WEST VIRGINIA,WV,54,55,56,"JOHNSON, GARY",LIBERTARIAN,FALSE,23004,713051,LIBERTARIAN
2012,MINNESOTA,MN,27,41,33,"GOODE, VIRGIL HAMLIN, JR.",CONSTITUTION PARTY,FALSE,3722,2936561,OTHER
2008,WYOMING,WY,56,83,68,,INDEPENDENT,FALSE,3717,254904,OTHER
2012,NEBRASKA,NE,31,46,35,,,TRUE,3717,794379,OTHER
2008,ALABAMA,AL,1,63,41,,,TRUE,3705,2099819,OTHER
1976,NORTH DAKOTA,ND,38,44,36,"ANDERSON, THOMAS J.",AMERICAN,FALSE,3698,297308,OTHER
1980,NEW JERSEY,NJ,34,22,12,"LYNEN, KURT",MIDDLE CLASS CANDIDATE,FALSE,3694,2975684,OTHER
2004,NEVADA,NV,32,88,65,OTHER,,FALSE,3688,829587,OTHER
1976,NEW JERSEY,NJ,34,22,12,"JULIUS """"JULES"""", LEVIN",SOCIALIST LABOR,FALSE,3686,3014472,OTHER
2008,MONTANA,MT,30,81,64,"NADER, RALPH",INDEPENDENT,FALSE,3686,490109,OTHER
1992,MONTANA,MT,30,81,64,OTHER,INDEPENDENT,FALSE,3658,410583,OTHER
2008,IDAHO,ID,16,82,63,"BARR, BOB",LIBERTARIAN,FALSE,3658,655122,LIBERTARIAN
2020,MISSISSIPPI,MS,28,64,46,"WEST, KANYE",INDEPENDENT,FALSE,3657,1313759,OTHER
2020,OKLAHOMA,OK,40,73,53,"SIMMONS, JADE",INDEPENDENT,FALSE,3654,1560699,OTHER
1996,ARKANSAS,AR,5,71,42,"NADER, RALPH",GREEN,FALSE,3649,884262,OTHER
2008,NEW JERSEY,NJ,34,22,12,"MCKINNEY, CYNTHIA",GREEN,FALSE,3636,3868237,OTHER
2004,MARYLAND,MD,24,52,52,"COBB, DAVID",GREEN,FALSE,3632,2384238,OTHER
2020,IDAHO,ID,16,82,63,"WEST, KANYE",INDEPENDENT,FALSE,3632,868014,OTHER
2000,UTAH,UT,49,87,67,"BROWNE, HARRY",LIBERTARIAN,FALSE,3616,770754,LIBERTARIAN
1976,ILLINOIS,IL,17,33,21,"CAMEJO, PETER",SOCIALIST WORKERS,FALSE,3615,4721282,OTHER
2008,NEW YORK,NY,36,21,13,"HARRIS, JAMES",SOCIALIST WORKERS,FALSE,3615,7722019,OTHER
1988,MINNESOTA,MN,27,41,33,,,TRUE,3614,2096790,OTHER
1996,DISTRICT OF COLUMBIA,DC,11,53,55,"PEROT, ROSS",REFORM PARTY,FALSE,3611,185726,OTHER
2004,SOUTH CAROLINA,SC,45,57,48,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,3608,1617700,LIBERTARIAN
2020,VERMONT,VT,50,13,6,"JORGENSEN, JO",LIBERTARIAN,FALSE,3608,370968,LIBERTARIAN
2020,KENTUCKY,KY,21,61,51,"PIERCE, BROCK",INDEPENDENT,FALSE,3599,2136768,OTHER
1992,ILLINOIS,IL,17,33,21,"GRITZ, JAMES """"BO""""",POPULIST,FALSE,3577,5050157,OTHER
1984,KANSAS,KS,20,47,32,"RICHARDS, BOB",POPULIST,FALSE,3564,1021991,OTHER
1976,IDAHO,ID,16,82,63,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3558,340932,LIBERTARIAN
1984,LOUISIANA,LA,22,72,45,"LAROUCHE, LYNDON, JR.",INDEPENDENT,FALSE,3552,1706822,OTHER
1992,NEW HAMPSHIRE,NH,33,12,4,"MARROU, ANDRE",LIBERTARIAN,FALSE,3548,537215,LIBERTARIAN
1976,MINNESOTA,MN,27,41,33,"MACBRIDE, ROGER",LIBERTARIAN,FALSE,3529,1949931,LIBERTARIAN
1988,IOWA,IA,19,42,31,"LAROUCHE, LYNDON, JR.",NOMINATED BY PETITION,FALSE,3526,1225614,OTHER
2016,WEST VIRGINIA,WV,54,55,56,"STEIN, JILL",GREEN,FALSE,8075,713051,OTHER
1988,NEVADA,NV,32,88,65,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3520,343133,LIBERTARIAN
1988,WASHINGTON,WA,53,91,73,"FULANI, LENORA",NEW ALLIANCE,FALSE,3520,1865253,OTHER
1992,NEW JERSEY,NJ,34,22,12,"FULANI, LENORA",NEW ALLIANCE,FALSE,3513,3343594,OTHER
1976,MICHIGAN,MI,26,34,23,"WRIGHT, MARGARET",HUMAN RIGHTS,FALSE,3504,3651590,OTHER
2008,NEW HAMPSHIRE,NH,33,12,4,"NADER, RALPH",INDEPENDENT,FALSE,3503,710970,OTHER
2004,FLORIDA,FL,12,59,43,"BROWN, WALT",SOCIALIST PARTY OF FLORIDA,FALSE,3502,7609810,OTHER
1976,MAINE,ME,23,11,2,"BUBAR, BENJAMIN """"BEN""""",PROHIBITION,FALSE,3495,482968,OTHER
1984,SOUTH CAROLINA,SC,45,57,48,"DENNIS, DELMAR",AMERICAN,FALSE,3490,968529,OTHER
2000,IDAHO,ID,16,82,63,"BROWNE, HARRY",LIBERTARIAN,FALSE,3488,501615,LIBERTARIAN
2012,VERMONT,VT,50,13,6,"JOHNSON, GARY",LIBERTARIAN,FALSE,3487,299290,LIBERTARIAN
2000,CONNECTICUT,CT,9,16,1,"BROWNE, HARRY",LIBERTARIAN,FALSE,3484,1459525,LIBERTARIAN
1996,NEW YORK,NY,36,21,13,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,3473,6439129,OTHER
2008,ARKANSAS,AR,5,71,42,"MCKINNEY, CYNTHIA",GREEN,FALSE,3470,1086617,OTHER
1988,NEW JERSEY,NJ,34,22,12,"MCCARTHY, EUGENE """"GENE""""",CONSUMER,FALSE,3454,3099553,OTHER
2016,WEST VIRGINIA,WV,54,55,56,"CASTLE, DARRELL L.",CONSTITUTION PARTY,FALSE,3807,713051,OTHER
1988,PENNSYLVANIA,PA,42,23,14,"DUKE, DAVID",POPULIST,FALSE,3444,4536251,OTHER
2004,MARYLAND,MD,24,52,52,"PEROUTKA, MICHAEL",CONSTITUTION PARTY,FALSE,3421,2384238,OTHER
1996,MINNESOTA,MN,27,41,33,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,3415,2192492,OTHER
2008,ARIZONA,AZ,4,86,61,"MCKINNEY, CYNTHIA",GREEN,FALSE,3406,2293475,OTHER
1996,MARYLAND,MD,24,52,52,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,3402,1780870,OTHER
2000,OREGON,OR,41,92,72,OTHER,,FALSE,3401,1533950,OTHER
2016,IDAHO,ID,16,82,63,"TRUMP, DONALD J.",REPUBLICAN,FALSE,409055,690255,REPUBLICAN
2012,OREGON,OR,41,92,72,"ANDERSON, ROSS CARL """"ROCKY""""",PROGRESSIVE,FALSE,3384,1789270,OTHER
1996,OREGON,OR,41,92,72,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,3379,1377760,OTHER
1976,NEBRASKA,NE,31,46,35,"MADDOX, LESTER",AMERICAN INDEPENDENT PARTY,FALSE,3378,606749,OTHER
2004,UTAH,UT,49,87,67,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,3375,927844,LIBERTARIAN
1992,MINNESOTA,MN,27,41,33,"MARROU, ANDRE",LIBERTARIAN,FALSE,3374,2347948,LIBERTARIAN
2004,WYOMING,WY,56,83,68,"NADER, RALPH",INDEPENDENT,FALSE,3372,243861,OTHER
2000,NORTH CAROLINA,NC,37,56,47,NOT DESIGNATED,SOCIALIST,FALSE,3370,2914990,OTHER
1988,NEW MEXICO,NM,35,85,66,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3368,521387,LIBERTARIAN
2004,CONNECTICUT,CT,9,16,1,"BADNARIK, MICHAEL",LIBERTARIAN,FALSE,3367,1578769,LIBERTARIAN
1996,LOUISIANA,LA,22,72,45,"PHILLIPS, HOWARD",U.S. TAXPAYERS PARTY,FALSE,3366,1783959,OTHER
1992,MINNESOTA,MN,27,41,33,"GRITZ, JAMES """"BO""""",CONSTITUTION PARTY,FALSE,3363,2347948,OTHER
2008,NEW HAMPSHIRE,NH,33,12,4,,,TRUE,3359,710970,OTHER
1996,IOWA,IA,19,42,31,"HAGELIN, JOHN",NATURAL LAW,FALSE,3349,1234075,OTHER
2008,VERMONT,VT,50,13,6,"NADER, RALPH",INDEPENDENT,FALSE,3339,325046,OTHER
1984,KANSAS,KS,20,47,32,"BERGLAND, DAVID",LIBERTARIAN,FALSE,3329,1021991,LIBERTARIAN
1988,MISSISSIPPI,MS,28,64,46,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3329,931527,LIBERTARIAN
1996,IDAHO,ID,16,82,63,"BROWNE, HARRY",LIBERTARIAN,FALSE,3325,491711,LIBERTARIAN
2000,SOUTH DAKOTA,SD,46,45,37,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,3322,316269,OTHER
2000,NEVADA,NV,32,88,65,NONE OF THESE CANDIDATES,,FALSE,3315,609426,OTHER
2000,NEVADA,NV,32,88,65,"BROWNE, HARRY",LIBERTARIAN,FALSE,3311,609426,LIBERTARIAN
2000,SOUTH CAROLINA,SC,45,57,48,"BUCHANAN, PATRICK """"PAT""""",REFORM PARTY,FALSE,3309,1383902,OTHER
1988,ARKANSAS,AR,5,71,42,"PAUL, RONALD """"RON""""",LIBERTARIAN,FALSE,3297,827738,LIBERTARIAN
1988,NEW YORK,NY,36,21,13,"WARREN, JAMES """"MAC""""",SOCIALIST WORKERS,FALSE,3287,6485683,OTHER
1996,MASSACHUSETTS,MA,25,14,3,"MOOREHEAD, MONICA",WORKERS WORLD,FALSE,3276,2556459,OTHER
